hour,is_holiday,day_night,surveillance_coverage,temperature,population_density,cases_7days,cases_30days,risk_level
6,1,0,0.75,30.7,12895.0,8,30,中风险
1,0,1,0.1,24.5,23421.0,10,47,高风险
19,0,1,0.6,19.8,18158.0,3,37,中风险
6,0,0,0.95,22.9,19474.0,7,38,中风险
0,1,1,0.45,-3.4,7632.0,0,31,中风险
10,0,0,0.25,16.7,15526.0,11,33,中风险
22,0,1,0.9,4.3,19474.0,1,17,中风险
21,0,1,0.85,1.2,24737.0,20,44,中风险
23,0,1,0.15,36.9,18158.0,14,38,高风险
15,0,0,0.2,29.1,28684.0,17,31,中风险
4,1,1,0.75,29.1,6316.0,13,38,中风险
15,1,0,0.6,32.2,5000.0,6,25,低风险
9,1,0,0.65,22.9,19474.0,3,6,低风险
0,1,1,0.9,19.8,8947.0,15,37,中风险
4,1,1,0.3,19.8,26053.0,1,6,中风险
7,0,0,1.0,2.8,7632.0,11,32,低风险
23,0,1,0.35,4.3,27368.0,19,25,高风险
1,1,1,0.3,33.8,12895.0,15,26,中风险
23,1,1,0.2,15.2,18158.0,0,17,高风险
21,0,1,0.85,13.6,20789.0,18,25,中风险
22,0,1,0.05,7.4,20789.0,9,13,高风险
10,0,0,0.05,40.0,10263.0,17,17,中风险
20,1,1,0.5,18.3,8947.0,2,36,中风险
3,0,1,0.3,16.7,22105.0,13,35,高风险
1,0,1,0.75,15.2,7632.0,17,29,中风险
1,0,1,0.3,16.7,28684.0,8,18,高风险
19,0,1,0.1,18.3,7632.0,5,32,中风险
6,0,0,0.55,7.4,20789.0,4,6,中风险
2,0,1,0.25,-3.4,16842.0,0,25,中风险
11,0,0,0.45,33.8,27368.0,5,9,中风险
17,1,0,0.8,12.1,23421.0,7,7,低风险
23,0,1,0.65,-3.4,14211.0,19,55,高风险
9,0,0,0.8,29.1,26053.0,3,39,中风险
15,0,0,0.1,15.2,26053.0,8,14,中风险
2,0,1,0.65,36.9,6316.0,3,30,中风险
23,1,1,0.15,26.0,24737.0,15,29,高风险
21,1,1,1.0,27.6,11579.0,8,17,中风险
23,0,1,0.45,21.4,30000.0,4,11,高风险
11,0,0,0.7,35.3,24737.0,1,36,中风险
6,0,0,0.9,2.8,20789.0,9,30,中风险
13,1,0,0.0,18.3,12895.0,19,32,中风险
16,1,0,0.6,10.5,30000.0,20,54,中风险
20,0,1,0.35,-3.4,10263.0,13,40,中风险
15,1,0,0.15,38.4,7632.0,19,54,中风险
4,0,1,0.5,12.1,11579.0,13,15,中风险
11,0,0,1.0,13.6,27368.0,19,24,中风险
21,1,1,0.0,22.9,6316.0,10,12,中风险
19,0,1,0.1,-1.9,26053.0,7,15,中风险
6,0,0,0.75,29.1,23421.0,11,26,中风险
12,1,0,0.45,36.9,14211.0,18,47,中风险
15,1,0,0.1,4.3,23421.0,2,3,中风险
1,0,1,0.15,10.5,27368.0,19,44,高风险
19,1,1,0.6,32.2,11579.0,18,44,中风险
22,0,1,0.15,18.3,12895.0,5,45,高风险
18,1,1,0.8,2.8,28684.0,17,35,中风险
20,0,1,0.65,5.9,28684.0,10,25,中风险
21,0,1,0.0,9.0,12895.0,16,30,高风险
10,0,0,0.6,10.5,19474.0,19,44,中风险
0,1,1,0.9,30.7,20789.0,4,29,中风险
0,1,1,0.4,15.2,5000.0,18,40,中风险
17,0,0,0.05,16.7,18158.0,18,38,中风险
4,0,1,0.4,36.9,30000.0,7,33,高风险
14,0,0,0.55,12.1,15526.0,4,25,中风险
19,0,1,0.05,19.8,22105.0,20,45,高风险
4,0,1,0.65,-1.9,8947.0,0,35,中风险
18,1,1,0.85,12.1,22105.0,3,42,中风险
6,0,0,0.9,30.7,15526.0,14,20,中风险
5,0,1,0.9,29.1,22105.0,15,41,高风险
23,1,1,0.7,-5.0,11579.0,4,33,中风险
10,1,0,0.6,33.8,26053.0,10,49,中风险
3,0,1,0.35,15.2,23421.0,9,16,高风险
8,0,0,0.2,5.9,23421.0,20,54,中风险
9,1,0,0.8,5.9,23421.0,20,28,中风险
8,1,0,0.8,4.3,12895.0,9,33,低风险
2,0,1,0.1,27.6,8947.0,5,36,高风险
1,1,1,1.0,29.1,22105.0,3,41,中风险
0,1,1,0.2,26.0,8947.0,19,23,高风险
14,0,0,0.5,10.5,28684.0,3,16,中风险
2,1,1,0.05,27.6,14211.0,5,9,高风险
12,0,0,0.65,26.0,16842.0,12,43,中风险
7,1,0,0.85,15.2,26053.0,16,32,中风险
21,0,1,0.2,26.0,16842.0,0,14,中风险
16,0,0,0.4,-5.0,24737.0,0,20,中风险
12,0,0,1.0,16.7,22105.0,6,40,中风险
23,1,1,0.55,32.2,18158.0,14,54,高风险
15,0,0,0.6,15.2,15526.0,2,16,中风险
16,1,0,0.85,1.2,16842.0,17,44,低风险
10,1,0,0.65,30.7,27368.0,4,42,中风险
14,0,0,0.3,19.8,12895.0,9,11,中风险
20,0,1,0.2,22.9,20789.0,5,9,高风险
3,1,1,0.1,30.7,12895.0,7,33,高风险
6,0,0,0.25,27.6,27368.0,8,18,高风险
16,0,0,0.6,12.1,5000.0,17,34,中风险
4,0,1,0.05,29.1,6316.0,8,42,高风险
19,1,1,0.55,24.5,26053.0,10,37,中风险
4,1,1,0.25,24.5,20789.0,18,53,高风险
5,1,1,0.25,15.2,22105.0,20,49,高风险
19,1,1,0.2,2.8,24737.0,7,9,中风险
10,1,0,0.05,15.2,20789.0,3,7,中风险
17,0,0,0.25,4.3,28684.0,18,35,中风险
23,1,1,0.25,4.3,10263.0,20,52,高风险
5,1,1,0.1,13.6,15526.0,18,46,高风险
21,1,1,0.05,10.5,22105.0,7,45,高风险
18,0,1,0.65,18.3,20789.0,20,23,高风险
22,0,1,0.0,16.7,30000.0,3,40,高风险
16,1,0,1.0,22.9,20789.0,13,14,中风险
3,1,1,0.4,16.7,11579.0,12,48,高风险
16,1,0,0.25,16.7,20789.0,6,13,中风险
0,1,1,0.6,38.4,11579.0,12,13,中风险
18,1,1,0.05,27.6,20789.0,16,49,高风险
2,0,1,0.3,13.6,20789.0,7,9,高风险
12,0,0,0.55,21.4,7632.0,6,20,低风险
21,0,1,0.2,-5.0,7632.0,19,31,中风险
19,0,1,0.15,26.0,7632.0,18,38,高风险
6,1,0,0.1,13.6,15526.0,10,26,中风险
10,1,0,0.7,32.2,8947.0,18,23,低风险
6,1,0,0.55,40.0,18158.0,7,31,中风险
3,1,1,0.85,12.1,19474.0,16,28,中风险
20,1,1,0.85,9.0,22105.0,2,33,中风险
5,0,1,0.3,38.4,23421.0,9,43,高风险
22,0,1,0.05,-0.3,5000.0,18,57,高风险
10,1,0,0.75,24.5,16842.0,5,37,低风险
4,1,1,0.85,32.2,8947.0,5,8,中风险
11,0,0,0.8,4.3,12895.0,18,39,低风险
14,1,0,0.35,1.2,24737.0,16,33,中风险
10,1,0,0.75,21.4,20789.0,1,13,低风险
12,1,0,0.65,4.3,20789.0,4,23,低风险
6,1,0,0.5,27.6,10263.0,3,6,中风险
14,1,0,0.95,10.5,20789.0,16,25,中风险
12,0,0,0.55,26.0,16842.0,5,40,中风险
22,0,1,0.45,10.5,10263.0,18,34,高风险
19,0,1,0.55,38.4,7632.0,0,8,低风险
23,1,1,0.2,18.3,7632.0,19,46,高风险
9,0,0,0.15,2.8,24737.0,5,44,中风险
7,1,0,0.8,33.8,27368.0,3,12,低风险
14,1,0,0.4,30.7,14211.0,8,43,中风险
14,0,0,0.45,4.3,12895.0,9,43,中风险
20,0,1,0.8,16.7,26053.0,12,39,中风险
12,1,0,0.45,-0.3,16842.0,17,38,低风险
13,1,0,0.4,4.3,28684.0,10,38,中风险
1,0,1,0.6,15.2,23421.0,17,20,高风险
20,0,1,0.6,-1.9,8947.0,19,45,中风险
18,0,1,0.85,19.8,6316.0,13,25,中风险
11,0,0,1.0,-3.4,7632.0,9,18,低风险
17,1,0,0.0,26.0,19474.0,16,48,中风险
19,1,1,0.3,36.9,18158.0,19,43,中风险
13,1,0,0.1,-5.0,6316.0,18,55,中风险
17,1,0,0.3,5.9,15526.0,6,44,中风险
21,1,1,0.95,5.9,30000.0,18,52,中风险
9,0,0,0.85,13.6,27368.0,4,36,中风险
15,1,0,0.5,5.9,24737.0,11,45,中风险
6,0,0,0.8,5.9,14211.0,3,10,中风险
17,1,0,0.8,22.9,7632.0,16,21,低风险
6,0,0,0.0,7.4,7632.0,19,30,中风险
20,1,1,0.8,32.2,14211.0,5,24,中风险
18,0,1,0.4,40.0,14211.0,5,10,中风险
21,0,1,0.1,9.0,10263.0,20,23,高风险
9,0,0,0.6,24.5,18158.0,20,52,中风险
8,1,0,1.0,19.8,18158.0,14,31,低风险
3,1,1,0.35,32.2,18158.0,0,9,中风险
9,0,0,0.5,7.4,23421.0,2,15,中风险
1,1,1,1.0,33.8,20789.0,5,27,中风险
13,1,0,0.9,4.3,20789.0,1,25,低风险
9,1,0,0.1,27.6,6316.0,12,42,中风险
18,0,1,0.7,26.0,14211.0,3,3,中风险
12,0,0,0.5,-0.3,5000.0,14,33,低风险
13,1,0,0.75,-5.0,23421.0,19,53,中风险
1,0,1,0.15,2.8,24737.0,0,0,高风险
2,1,1,1.0,36.9,20789.0,16,36,中风险
5,1,1,0.4,7.4,8947.0,18,22,中风险
18,0,1,0.4,9.0,22105.0,11,22,中风险
2,0,1,1.0,38.4,23421.0,5,39,中风险
21,0,1,0.1,2.8,6316.0,15,50,中风险
8,1,0,0.6,16.7,8947.0,11,22,低风险
18,1,1,1.0,26.0,12895.0,15,37,中风险
2,1,1,0.4,-1.9,12895.0,18,24,中风险
6,0,0,0.85,36.9,24737.0,18,52,中风险
22,0,1,0.0,40.0,22105.0,10,40,高风险
2,1,1,0.25,40.0,6316.0,6,24,中风险
23,1,1,0.6,12.1,12895.0,1,25,中风险
22,1,1,0.45,-3.4,14211.0,15,49,中风险
13,1,0,0.05,-5.0,22105.0,6,7,中风险
21,0,1,0.55,4.3,30000.0,11,26,中风险
9,1,0,0.3,40.0,28684.0,9,19,中风险
1,0,1,0.8,40.0,8947.0,7,32,中风险
22,1,1,0.25,-5.0,24737.0,17,30,高风险
23,1,1,0.05,21.4,28684.0,9,30,高风险
21,1,1,0.15,22.9,27368.0,15,45,高风险
20,0,1,0.85,30.7,10263.0,20,32,中风险
13,0,0,0.95,27.6,18158.0,16,38,中风险
17,1,0,0.5,-3.4,30000.0,2,32,低风险
22,0,1,0.2,35.3,23421.0,6,16,高风险
5,0,1,0.3,12.1,14211.0,15,40,高风险
12,1,0,0.65,27.6,11579.0,7,47,中风险
23,0,1,0.15,-1.9,27368.0,10,32,高风险
9,0,0,0.65,38.4,22105.0,20,38,中风险
10,0,0,0.55,4.3,19474.0,17,44,中风险
0,1,1,0.55,32.2,18158.0,8,18,中风险
2,1,1,0.8,35.3,19474.0,18,28,中风险
13,1,0,0.9,27.6,28684.0,3,3,低风险
11,0,0,0.2,26.0,7632.0,15,37,中风险
2,1,1,0.6,35.3,11579.0,4,38,中风险
3,0,1,0.55,7.4,5000.0,6,28,中风险
12,1,0,0.85,2.8,22105.0,12,28,低风险
4,0,1,0.25,13.6,19474.0,20,51,高风险
10,1,0,0.45,-0.3,18158.0,20,36,中风险
0,0,1,0.65,-1.9,24737.0,12,17,高风险
18,0,1,0.6,16.7,22105.0,6,42,高风险
10,0,0,0.8,-0.3,24737.0,0,17,低风险
13,1,0,0.0,33.8,18158.0,6,23,中风险
5,1,1,0.85,10.5,16842.0,1,15,中风险
23,1,1,0.55,15.2,16842.0,18,45,高风险
23,1,1,0.15,16.7,14211.0,16,39,高风险
1,1,1,1.0,10.5,10263.0,13,24,中风险
4,0,1,0.4,26.0,30000.0,0,13,高风险
14,0,0,0.4,5.9,28684.0,19,20,中风险
19,0,1,0.5,26.0,24737.0,11,22,高风险
12,1,0,0.65,13.6,10263.0,8,23,低风险
22,0,1,0.7,9.0,24737.0,5,10,高风险
3,0,1,0.9,12.1,5000.0,1,32,中风险
19,0,1,0.95,26.0,6316.0,2,2,中风险
21,1,1,0.35,4.3,24737.0,9,10,中风险
16,1,0,0.25,10.5,20789.0,3,40,中风险
23,1,1,0.55,21.4,26053.0,3,33,高风险
15,1,0,0.7,32.2,7632.0,2,11,低风险
8,0,0,0.2,2.8,19474.0,6,30,中风险
18,0,1,0.65,22.9,10263.0,1,32,中风险
17,0,0,0.8,-1.9,26053.0,11,47,中风险
3,1,1,0.25,24.5,26053.0,0,38,高风险
20,1,1,0.3,7.4,14211.0,2,17,中风险
7,1,0,0.2,30.7,6316.0,12,52,中风险
20,0,1,0.05,10.5,23421.0,7,14,高风险
22,1,1,0.75,33.8,7632.0,14,35,中风险
15,1,0,0.05,-5.0,30000.0,1,35,中风险
16,0,0,0.55,1.2,10263.0,5,15,低风险
23,0,1,0.8,5.9,15526.0,18,25,中风险
9,0,0,0.95,29.1,30000.0,20,24,中风险
14,1,0,1.0,16.7,16842.0,11,20,低风险
0,0,1,0.4,29.1,11579.0,11,34,高风险
14,0,0,0.45,12.1,19474.0,14,14,中风险
2,1,1,0.5,-1.9,10263.0,5,45,中风险
21,0,1,0.3,35.3,30000.0,7,9,中风险
0,1,1,0.1,-1.9,8947.0,6,15,中风险
4,1,1,0.65,18.3,14211.0,12,25,高风险
8,0,0,0.2,22.9,11579.0,19,41,中风险
4,1,1,0.95,35.3,19474.0,18,45,中风险
6,0,0,0.55,36.9,28684.0,20,48,高风险
1,0,1,0.1,26.0,26053.0,1,2,高风险
22,0,1,0.8,24.5,14211.0,16,27,高风险
1,1,1,0.05,16.7,28684.0,20,48,高风险
4,0,1,0.1,12.1,10263.0,4,30,高风险
3,0,1,0.85,-3.4,19474.0,0,24,中风险
17,0,0,0.05,33.8,16842.0,3,34,中风险
19,1,1,0.0,4.3,14211.0,9,30,中风险
21,1,1,0.3,40.0,11579.0,8,11,中风险
13,0,0,0.2,36.9,24737.0,14,36,中风险
13,1,0,0.35,40.0,11579.0,6,32,低风险
10,1,0,0.15,15.2,6316.0,19,55,中风险
2,1,1,0.85,18.3,19474.0,2,16,中风险
16,0,0,0.15,32.2,10263.0,0,19,中风险
23,1,1,0.0,36.9,26053.0,19,36,高风险
2,0,1,0.35,35.3,14211.0,14,38,中风险
1,0,1,0.95,33.8,15526.0,18,21,中风险
10,1,0,0.15,22.9,12895.0,5,12,中风险
7,0,0,0.2,29.1,16842.0,7,23,中风险
22,0,1,0.8,32.2,14211.0,14,25,中风险
3,1,1,0.0,16.7,30000.0,12,34,高风险
17,0,0,0.2,32.2,7632.0,20,27,中风险
10,1,0,0.3,40.0,5000.0,9,19,低风险
12,1,0,0.35,38.4,27368.0,16,30,中风险
4,0,1,0.85,32.2,14211.0,9,9,中风险
3,1,1,0.5,15.2,5000.0,12,47,中风险
22,0,1,0.45,16.7,10263.0,1,26,中风险
22,1,1,0.3,5.9,12895.0,5,12,中风险
21,0,1,0.7,5.9,27368.0,19,21,高风险
8,1,0,0.8,12.1,22105.0,5,39,低风险
21,1,1,0.0,-5.0,24737.0,6,30,中风险
20,1,1,0.8,38.4,6316.0,7,20,低风险
20,1,1,0.85,24.5,26053.0,0,40,中风险
13,1,0,0.65,24.5,11579.0,7,23,中风险
23,1,1,0.25,16.7,6316.0,7,19,中风险
2,1,1,0.8,32.2,22105.0,3,16,中风险
12,0,0,0.25,26.0,11579.0,12,45,中风险
11,0,0,0.7,40.0,18158.0,14,52,中风险
18,0,1,0.15,9.0,8947.0,1,20,中风险
17,1,0,0.75,-1.9,19474.0,5,32,低风险
16,0,0,0.1,16.7,27368.0,7,7,中风险
10,1,0,0.3,24.5,16842.0,17,51,中风险
19,1,1,0.2,36.9,20789.0,0,2,中风险
1,0,1,0.8,-1.9,10263.0,15,16,中风险
4,1,1,0.35,40.0,18158.0,2,28,中风险
22,0,1,0.8,29.1,7632.0,4,4,中风险
22,0,1,0.75,32.2,10263.0,2,24,中风险
8,0,0,0.6,10.5,6316.0,1,35,低风险
10,1,0,0.35,1.2,23421.0,10,26,中风险
2,1,1,0.75,-5.0,26053.0,11,36,中风险
12,0,0,0.3,-3.4,26053.0,3,41,中风险
22,1,1,0.1,24.5,5000.0,15,54,高风险
14,0,0,0.95,7.4,26053.0,9,25,中风险
17,0,0,0.3,19.8,7632.0,2,42,中风险
0,0,1,0.15,26.0,26053.0,20,52,高风险
21,1,1,0.8,18.3,26053.0,6,6,中风险
10,0,0,1.0,32.2,6316.0,4,32,低风险
13,0,0,0.65,15.2,7632.0,3,43,中风险
20,0,1,0.75,2.8,8947.0,17,53,中风险
13,0,0,0.2,19.8,10263.0,17,40,中风险
11,1,0,0.6,4.3,5000.0,15,22,低风险
22,0,1,0.6,24.5,11579.0,0,2,中风险
15,0,0,0.8,5.9,11579.0,16,53,中风险
2,1,1,0.9,35.3,14211.0,5,20,中风险
13,1,0,0.3,33.8,12895.0,9,34,中风险
2,1,1,0.7,21.4,6316.0,19,46,中风险
16,1,0,0.85,24.5,23421.0,5,19,中风险
17,0,0,0.3,21.4,15526.0,1,21,中风险
1,0,1,0.55,4.3,22105.0,9,45,高风险
17,0,0,0.8,15.2,20789.0,13,45,中风险
8,1,0,0.3,24.5,23421.0,16,51,中风险
21,1,1,0.95,16.7,8947.0,18,39,中风险
18,0,1,0.3,4.3,27368.0,8,19,中风险
16,1,0,0.1,16.7,19474.0,8,22,中风险
8,0,0,0.9,12.1,27368.0,1,24,低风险
4,0,1,0.45,9.0,6316.0,4,33,中风险
0,1,1,0.95,7.4,8947.0,0,30,中风险
22,1,1,0.45,13.6,11579.0,12,32,中风险
1,1,1,1.0,27.6,18158.0,0,7,中风险
4,1,1,0.9,32.2,10263.0,5,17,中风险
23,0,1,0.1,40.0,22105.0,0,10,高风险
2,0,1,0.7,-0.3,19474.0,10,43,中风险
7,1,0,0.0,19.8,18158.0,6,46,中风险
3,0,1,0.15,-5.0,24737.0,6,20,高风险
21,0,1,1.0,7.4,20789.0,8,21,中风险
18,0,1,0.4,30.7,22105.0,1,1,中风险
1,1,1,0.55,18.3,18158.0,14,49,高风险
6,1,0,0.6,36.9,26053.0,2,10,中风险
10,0,0,0.95,5.9,11579.0,11,15,低风险
16,1,0,0.4,26.0,20789.0,6,21,中风险
12,1,0,0.05,38.4,8947.0,20,23,低风险
13,0,0,0.95,-3.4,27368.0,20,25,中风险
11,1,0,0.1,5.9,10263.0,2,25,中风险
7,1,0,0.45,33.8,28684.0,1,30,中风险
0,1,1,0.45,27.6,20789.0,8,46,高风险
3,1,1,0.35,4.3,11579.0,1,23,中风险
13,0,0,0.85,26.0,16842.0,15,20,中风险
21,1,1,0.85,29.1,26053.0,3,17,中风险
8,1,0,0.1,22.9,6316.0,7,26,中风险
3,0,1,0.15,40.0,19474.0,5,41,高风险
2,1,1,0.1,40.0,15526.0,10,45,高风险
7,0,0,0.85,24.5,28684.0,13,27,中风险
5,1,1,0.3,16.7,15526.0,8,24,中风险
6,1,0,0.1,16.7,10263.0,10,34,高风险
10,1,0,0.05,40.0,7632.0,12,52,低风险
4,0,1,0.0,-0.3,11579.0,13,32,高风险
0,0,1,0.35,2.8,16842.0,15,48,高风险
9,1,0,0.65,5.9,8947.0,11,23,低风险
0,1,1,0.6,7.4,24737.0,9,14,中风险
13,1,0,0.75,9.0,12895.0,15,54,低风险
22,0,1,0.5,15.2,22105.0,19,20,高风险
9,1,0,0.6,33.8,19474.0,10,30,中风险
12,1,0,0.75,-3.4,10263.0,13,39,低风险
13,0,0,0.65,22.9,15526.0,16,38,中风险
10,1,0,0.0,-1.9,7632.0,5,26,低风险
7,1,0,0.35,33.8,24737.0,13,40,中风险
11,0,0,0.05,5.9,24737.0,15,15,中风险
16,1,0,0.55,33.8,28684.0,8,34,中风险
22,0,1,0.45,40.0,22105.0,1,15,中风险
2,0,1,0.05,12.1,12895.0,9,47,高风险
1,0,1,0.7,18.3,6316.0,19,47,高风险
12,0,0,0.1,19.8,12895.0,3,26,中风险
3,0,1,0.6,13.6,7632.0,14,29,中风险
16,1,0,0.05,36.9,27368.0,3,6,中风险
11,1,0,0.8,22.9,7632.0,14,32,低风险
22,0,1,0.3,24.5,30000.0,7,40,高风险
5,1,1,0.75,26.0,20789.0,16,31,高风险
8,0,0,0.65,36.9,7632.0,14,34,低风险
6,1,0,0.25,9.0,26053.0,20,28,高风险
12,1,0,0.65,36.9,18158.0,12,45,低风险
13,0,0,0.4,19.8,22105.0,3,5,中风险
12,1,0,0.3,38.4,6316.0,12,33,低风险
6,0,0,0.35,-3.4,7632.0,2,35,中风险
12,0,0,0.55,10.5,15526.0,12,47,中风险
0,1,1,0.55,40.0,5000.0,10,39,中风险
9,0,0,0.75,10.5,28684.0,4,41,中风险
7,1,0,0.05,26.0,7632.0,20,40,中风险
20,0,1,0.75,32.2,20789.0,0,23,中风险
22,1,1,1.0,33.8,22105.0,4,15,中风险
1,1,1,0.25,21.4,27368.0,4,30,高风险
11,1,0,0.05,24.5,7632.0,13,15,中风险
8,1,0,0.8,9.0,30000.0,11,35,中风险
15,1,0,0.4,30.7,18158.0,1,37,低风险
15,1,0,0.7,9.0,15526.0,7,45,中风险
14,0,0,0.9,2.8,11579.0,3,30,低风险
7,1,0,0.15,10.5,5000.0,0,31,低风险
7,0,0,0.3,-3.4,8947.0,7,46,低风险
8,0,0,0.15,30.7,8947.0,6,10,低风险
14,0,0,1.0,13.6,16842.0,15,53,中风险
13,0,0,0.8,1.2,20789.0,3,35,低风险
10,1,0,0.8,22.9,20789.0,4,26,中风险
1,0,1,0.15,-0.3,11579.0,6,32,高风险
17,1,0,0.55,22.9,30000.0,8,30,中风险
22,1,1,0.8,35.3,14211.0,13,20,中风险
6,0,0,0.2,29.1,20789.0,14,31,高风险
4,1,1,0.7,33.8,10263.0,11,24,中风险
18,0,1,0.95,26.0,23421.0,10,42,中风险
17,1,0,0.65,10.5,18158.0,10,21,低风险
0,1,1,0.75,-1.9,28684.0,0,24,中风险
4,1,1,0.05,13.6,6316.0,7,18,中风险
10,1,0,0.35,7.4,28684.0,2,27,中风险
12,0,0,0.7,1.2,10263.0,0,10,低风险
13,1,0,0.4,9.0,30000.0,20,41,中风险
8,0,0,0.95,-0.3,18158.0,0,4,低风险
14,0,0,0.0,36.9,20789.0,8,21,中风险
11,0,0,0.2,26.0,14211.0,5,40,中风险
6,0,0,0.0,-0.3,15526.0,8,30,中风险
10,1,0,1.0,-3.4,18158.0,0,11,低风险
7,0,0,0.7,-1.9,26053.0,5,17,中风险
14,0,0,0.85,13.6,26053.0,2,32,中风险
8,0,0,0.4,30.7,12895.0,0,38,中风险
20,1,1,0.95,16.7,16842.0,13,23,中风险
16,0,0,0.2,26.0,28684.0,7,29,中风险
18,0,1,0.95,36.9,16842.0,18,45,中风险
0,0,1,0.75,2.8,6316.0,5,22,中风险
17,1,0,0.95,21.4,20789.0,17,20,中风险
17,1,0,0.3,7.4,26053.0,19,43,中风险
17,1,0,0.15,35.3,27368.0,15,31,中风险
16,0,0,0.15,38.4,26053.0,8,14,中风险
1,1,1,0.0,35.3,10263.0,8,22,中风险
11,0,0,0.95,30.7,8947.0,5,37,低风险
22,1,1,0.4,5.9,26053.0,19,46,高风险
21,0,1,0.55,15.2,19474.0,14,49,高风险
14,0,0,0.05,19.8,7632.0,13,15,中风险
10,0,0,0.9,40.0,22105.0,1,11,低风险
13,1,0,0.55,38.4,30000.0,3,4,低风险
0,0,1,0.25,-3.4,18158.0,13,22,高风险
0,0,1,0.45,10.5,18158.0,11,29,高风险
9,1,0,0.65,16.7,28684.0,10,19,中风险
21,0,1,0.9,9.0,23421.0,17,17,中风险
8,0,0,0.15,5.9,18158.0,7,47,中风险
14,1,0,0.05,4.3,8947.0,20,22,低风险
2,0,1,0.25,9.0,28684.0,0,13,高风险
5,1,1,0.85,-5.0,5000.0,20,44,中风险
4,0,1,0.4,-3.4,10263.0,11,38,中风险
18,1,1,0.85,29.1,22105.0,6,45,中风险
17,1,0,0.3,4.3,11579.0,18,55,中风险
15,1,0,0.45,9.0,19474.0,2,28,低风险
6,1,0,0.15,-5.0,18158.0,9,21,中风险
21,1,1,0.65,7.4,6316.0,10,12,中风险
3,0,1,0.25,9.0,7632.0,6,19,中风险
12,0,0,0.8,1.2,27368.0,2,10,低风险
13,1,0,0.75,5.9,18158.0,2,8,低风险
16,0,0,0.4,-5.0,28684.0,14,52,中风险
11,0,0,0.3,36.9,8947.0,16,17,低风险
18,1,1,0.2,35.3,26053.0,20,58,高风险
11,0,0,0.5,-3.4,26053.0,20,41,中风险
10,1,0,1.0,33.8,14211.0,12,49,低风险
23,0,1,0.1,13.6,16842.0,18,30,高风险
3,0,1,0.4,-1.9,14211.0,3,39,中风险
21,1,1,0.3,33.8,28684.0,17,25,中风险
16,0,0,0.0,38.4,18158.0,18,43,中风险
21,0,1,0.1,26.0,15526.0,9,34,高风险
21,0,1,0.05,5.9,15526.0,4,33,中风险
15,0,0,0.95,9.0,14211.0,1,3,低风险
3,0,1,0.45,9.0,15526.0,11,44,高风险
8,0,0,0.8,35.3,22105.0,1,11,低风险
6,0,0,0.15,38.4,20789.0,2,14,中风险
20,0,1,0.8,-0.3,7632.0,18,40,中风险
10,1,0,0.9,19.8,23421.0,11,16,中风险
8,0,0,0.2,2.8,7632.0,11,40,中风险
4,0,1,0.6,38.4,18158.0,10,50,中风险
19,0,1,0.9,26.0,23421.0,1,11,中风险
1,1,1,0.3,33.8,14211.0,20,45,高风险
15,1,0,0.4,19.8,12895.0,4,23,中风险
2,1,1,0.05,-5.0,19474.0,4,31,中风险
1,1,1,0.6,2.8,30000.0,17,21,中风险
2,1,1,0.85,1.2,8947.0,14,17,中风险
3,1,1,0.55,13.6,28684.0,9,35,高风险
6,0,0,0.7,21.4,16842.0,0,39,中风险
14,1,0,0.55,-3.4,10263.0,20,27,低风险
17,1,0,0.1,7.4,6316.0,8,33,低风险
16,0,0,0.85,40.0,27368.0,8,11,低风险
8,1,0,0.45,15.2,24737.0,5,5,中风险
11,1,0,0.55,2.8,12895.0,15,47,中风险
9,1,0,0.9,1.2,11579.0,1,21,低风险
8,0,0,0.0,35.3,8947.0,19,29,中风险
8,0,0,0.35,38.4,16842.0,18,44,中风险
13,0,0,0.7,35.3,16842.0,15,42,中风险
22,0,1,0.25,16.7,14211.0,15,18,高风险
22,1,1,0.65,12.1,15526.0,13,16,中风险
2,1,1,0.1,12.1,10263.0,6,9,中风险
1,0,1,0.4,-1.9,27368.0,20,37,高风险
16,0,0,0.15,-1.9,23421.0,8,41,中风险
8,0,0,0.7,32.2,20789.0,2,12,中风险
12,1,0,0.35,30.7,23421.0,1,25,中风险
4,1,1,0.7,18.3,12895.0,3,7,中风险
12,1,0,0.7,21.4,7632.0,12,23,低风险
9,1,0,1.0,24.5,30000.0,10,48,中风险
10,1,0,0.6,19.8,15526.0,4,27,中风险
19,0,1,0.95,22.9,15526.0,8,35,中风险
6,0,0,0.25,27.6,23421.0,5,32,高风险
23,1,1,0.05,29.1,30000.0,17,43,高风险
13,1,0,0.15,22.9,14211.0,4,20,中风险
9,1,0,0.75,-5.0,15526.0,4,36,低风险
4,0,1,0.6,30.7,28684.0,4,30,高风险
6,1,0,0.25,19.8,8947.0,13,31,中风险
11,1,0,0.25,10.5,16842.0,4,44,中风险
0,1,1,0.4,10.5,8947.0,9,43,中风险
10,1,0,0.1,21.4,12895.0,14,29,中风险
17,1,0,0.45,10.5,28684.0,1,39,中风险
12,0,0,0.0,-3.4,24737.0,5,10,中风险
21,0,1,0.45,13.6,20789.0,16,40,高风险
5,1,1,0.1,36.9,20789.0,7,22,高风险
2,1,1,0.85,24.5,18158.0,17,21,中风险
16,1,0,0.6,-0.3,5000.0,7,22,低风险
2,1,1,0.6,-3.4,12895.0,19,45,中风险
13,0,0,0.0,10.5,8947.0,3,10,低风险
